编号	课程名称	开课单位	专业方向	学分	已选人数	余量	授课老师	上课周次	上课时间	上课地点	课程属性	课程性质
1021	高等数学A(一)	信息与计算科学系		5	0	134	叶红雨	"7-18,7-10,7-18,7-18"	"?50304,20304,30304,10304"	"教一楼三区306,教一楼三区306,教一楼一区401,教一楼三区306"	必修	学科基础平台课程
1022	高等数学A(一)	信息与计算科学系		5	0	100	余胜春	"7-18,7-10,7-18,7-18"	"?50304,20304,30304,10304"	"教一楼三区104,教一楼三区104,教一楼三区104,教一楼三区104"	必修	学科基础平台课程
1023	高等数学A(一)	信息与计算科学系		5	1	139	曲峰林	"7-18,7-18,7-10,7-18"	"?10102,30102,20102,50102"	"教三楼105（黄家湖）,教三楼106（黄家湖）,教三楼207（黄家湖）,教三楼206（黄家湖）"	必修	学科基础平台课程
1024	高等数学B(一)	信息与计算科学系		4	0	134	丁咏梅	"7-17,7-17,7-16"	"?30102,10102,50102"	"教一楼三区107,教一楼三区107,教一楼三区107"	必修	学科基础平台课程
1025	高等数学B(一)	信息与计算科学系		4	0	134	胡松	"7-17,7-16,7-17"	"?10304,50304,30304"	"教一楼一区301,教一楼三区308,教一楼三区308"	必修	学科基础平台课程
1026	高等数学B(一)	信息与计算科学系		4	0	134	吴传菊	"7-17,7-16,7-17"	"?10304,50304,30304"	"教一楼三区109,教一楼三区109,教一楼三区109"	必修	学科基础平台课程
1027	高等数学B(一)	信息与计算科学系		4	0	134	吴传菊	"7-17,7-16,7-17"	"?30102,50102,10102"	"教一楼三区109,教一楼三区109,教一楼三区109"	必修	学科基础平台课程
1028	高等数学B(一)	信息与计算科学系		4	0	134	蒋君	"7-17,7-16,7-17"	"?10102,50102,30102"	"教一楼三区207,教一楼三区207,教一楼三区207"	必修	学科基础平台课程
1029	程序设计基础(一)	信息与计算科学系		3.5	0	134	邢远秀	"7-14,7-14"	"?40506,20506"	"教一楼一区201,教一楼一区301"	必修	专业核心课程
1030	线性代数	信息与计算科学系		2	0	100	李琳娜	"7-14,7-14"	"?20506,40506"	"教一楼一区104,教一楼一区205"	必修	学科基础平台课程
1031	中国近现代史纲要	中国近现代史系		2	0	58	李曼	"7-14,7-14"	"?50708,20708"	"管理楼111,汽车楼207"	必修	通识教育平台课程
1032	中国近现代史纲要	中国近现代史系		2	0	50	陈泽华	"7-14,7-14"	"?50506,20102"	"管理楼110,管理楼111"	必修	通识教育平台课程
1033	人力资源管理专业导航	人力资源管理教研室		0.5	0	88	"郭朝晖,马金平"	"7-10,7-10"	"?30708,30708"	"管理楼102,管理楼102"	选修	专业任选课程
1034	物流管理专业导航	工商管理系		0.5	0	88	方青	7月10日	?40304	管理楼102	必修	专业核心课程
1035	大学生心理健康教育	学工处通识课程教研室		1	0	100	沈鑫	9月16日	?10910	教一楼一区105	必修	通识教育平台课程
1036	大学生心理健康教育	学工处通识课程教研室		1	1	99	郑永松	9月16日	?20102	教一楼一区110	必修	通识教育平台课程
1037	大学生心理健康教育	学工处通识课程教研室		1	0	100	李胤	9月16日	?10910	教一楼一区106	必修	通识教育平台课程
1038	大学生心理健康教育	学工处通识课程教研室		1	0	134	梅艳君	9月16日	?40304	教一楼一区501	必修	通识教育平台课程
1039	大学生心理健康教育	学工处通识课程教研室		1	0	100	郑永松	9月16日	?30102	教一楼一区504	必修	通识教育平台课程
1040	大学生心理健康教育	学工处通识课程教研室		1	0	134	刘小丽	9月16日	?20506	教一楼一区502	必修	通识教育平台课程
1041	大学生心理健康教育	学工处通识课程教研室		1	0	100	余婷	9月16日	?40102	教一楼一区206	必修	通识教育平台课程
1042	软件工程导论	软件工程教研室		1	0	117	袁嵩	7月14日	?20304	汽车楼204	必修	学科基础平台课程
1043	化工制图（一）	工程图学教研室		2.5	0	117	汪鸣琦	"7-15,7-14"	"?20506,50102"	"汽车楼210,管理楼103"	必修	学科基础平台课程
1044	医用高等数学A	信息与计算科学系		3	0	134	陈建发	"7-18,7-18"	"?20506,40102"	"教一楼三区405,教一楼三区405"	必修	学科基础平台课程
1045	药学专业职业前景分析	药学教研室		1	0	52	奚瑾磊	"11-14,11-14"	"?30506,40506"	"教一楼二区208,教一楼一区207"	选修	学科基础平台课程
1046	思想道德修养与法律基础	思想道德与法律系		3	0	134	仵霜	"7-16,7-16"	"?20102,40102"	"教一楼一区403,教一楼三区406"	必修	通识教育平台课程
1047	思想道德修养与法律基础	思想道德与法律系		2	0	134	李婵娟	"7-14,7-14"	"?20506,40506"	"教一楼三区209,教一楼三区209"	必修	通识教育平台课程
1048	思想道德修养与法律基础	思想道德与法律系		3	0	134	张晶	"7-16,7-16"	"?10708,40708"	"教一楼三区109,教一楼三区505"	必修	通识教育平台课程
1049	思想道德修养与法律基础	思想道德与法律系		2	0	100	马平均	"7-14,7-14"	"?30304,10304"	"教一楼一区306,教一楼一区306"	必修	通识教育平台课程
1050	思想道德修养与法律基础	思想道德与法律系		3	0	134	吴少利	"7-16,7-16"	"?10910,30910"	"教一楼一区102,教一楼一区302"	必修	通识教育平台课程
1051	思想道德修养与法律基础	思想道德与法律系		3	0	134	汤红	"7-16,7-16"	"?20506,40708"	"教一楼三区207,教一楼三区207"	必修	通识教育平台课程
1052	思想道德修养与法律基础	思想道德与法律系		3	0	134	王群仿	"7-16,7-16"	"?30102,50102"	"教一楼三区507,教一楼一区110"	必修	通识教育平台课程
1053	思想道德修养与法律基础	思想道德与法律系		2	0	134	郑鹏飞	"7-14,7-14"	"?20304,40102"	"教一楼三区207,教一楼三区207"	必修	通识教育平台课程
1054	思想道德修养与法律基础	思想道德与法律系		3	0	100	焦敏	"7-16,7-16"	"?40506,50506"	"教一楼三区104,教一楼三区104"	必修	通识教育平台课程
1055	思想道德修养与法律基础	思想道德与法律系		3	0	100	焦敏	"7-16,7-16"	"?20506,50708"	"教一楼一区404,教一楼三区104"	必修	通识教育平台课程
1056	大学计算机基础A	计算机科学教研室		3	1	99	吴志芳	"7-18,7-9"	"?10506,30708"	"教一楼三区305,教一楼三区404"	必修	通识教育平台课程
1057	机械制图A(一)	工程图学教研室		3.5	2	82	汪鸣琦	"7-16,7-9,7-16"	"?50304,50506,40506"	"管理楼113,教一楼一区207,教一楼三区501"	必修	专业核心课程
1058	体育(一)	体育课部		1	0	25	杜辉	6月18日	?30304	黄家湖南区运动场	必修	通识教育平台课程
1059	工程制图A(一)	工程图学教研室		2.5	0	84	朱丽华	"7-15,7-14"	"?30304,50304"	"汽车楼211,汽车楼204"	必修	学科基础平台课程
1060	机械工程若干前沿技术	机械设计及制造教研室		1	193	2	伍世虔	13	?50708	教一楼一区110	必修	专业核心课程
1061	会计学原理	专业经济教研室		3	0	52	王玉	"7-18,7-18"	"?10506,30708"	"教四楼一区110,教四楼一区110"	必修	学科基础平台课程
1062	大学生心理健康教育	学工处通识课程教研室		1	1	133	李伟	9月16日	?50102	教一楼三区308	必修	通识教育平台课程
1063	机械制图B(一)	工程图学教研室		2.5	0	50	邓东芳	"7-15,7-14"	"?30102,50102"	"教一楼二区104,教一楼二区204"	必修	学科基础平台课程
1064	马克思主义基本原理	文法与经济学院		3	119	1	付志勇	"7-16,7-16"	"?20102,40102"	"教二楼一区301,教二楼二区101"	必修	通识教育平台课程
1065	思想道德修养与法律基础	思想道德与法律系		3	0	134	陈珊秀	"7-16,7-16"	"?40506,10708"	"教一楼三区404,教一楼三区405"	必修	通识教育平台课程
1066	思想道德修养与法律基础	思想道德与法律系		2	0	134	郑鹏飞	"7-14,7-14"	"?40304,20102"	"教一楼三区207,教一楼三区207"	必修	通识教育平台课程
1067	中国近现代史纲要	中国近现代史系		2	0	48	杜七红	"7-14,7-14"	"?10708,20708"	"汽车楼205,管理楼111"	必修	通识教育平台课程
1068	中国近现代史纲要	中国近现代史系		2	0	68	王常文	"7-14,7-14"	"?20708,40506"	"管理楼104,管理楼101"	必修	通识教育平台课程
1069	结构力学(二)	结构教研室		3	98	42	许凯	"1-12,1-12"	"?50708,30708"	"教三楼205（黄家湖）,教三楼205（黄家湖）"	必修	专业核心课程
1070	纳米与薄膜材料	理学院		1.5	52	88	王玉华	"3-8,3-8"	"?20506,40304"	"教二楼一区101,教三楼307（黄家湖）"	选修	专业任选课程
1071	半导体材料与器件	理学院		1.5	54	30	张仁刚	"2-7,2-7"	"?10304,30304"	"教一楼一区307,教一楼一区208"	选修	专业任选课程
1072	通风工程	暖通教研室		2.5	69	21	刘秋新	"1-9,1-9"	"?10304,30304"	"教三楼211（黄家湖）,教三楼211（黄家湖）"	选修	专业方向课程1
1073	水工程经济	给水排水教研室		1.5	77	13	何芳	"5-10,11-16"	"?10708,40304"	"教三楼210（黄家湖）,教三楼208（黄家湖）"	选修	专业方向课程1
1074	外汇交易实务	文法与经济学院		2	22	112	王雪雅	"1-8,1-8"	"?40708,50506"	"教一楼一区202,教四楼一区102"	选修	专业任选课程
1075	模拟电子技术	电工电子基础课部		4	27	57	周钰杰	"8-18,8-18,8-17"	"?10304,30506,50102"	"教一楼一区307,教一楼一区308,教一楼一区307"	选修	学科基础平台课程
1076	德语口译（二）	德语系		2	30	10	徐小清	1月16日	?20304	同声传译教室	选修	专业方向课程1
1077	土木工程监理概论	建筑技术教研室		1.5	140	0	梁前明	"10-13,9,9-10,9-13"	"?40304,30506,50506,20102"	"教三楼205（黄家湖）,教三楼307（黄家湖）,教三楼307（黄家湖）,教三楼205（黄家湖）"	选修	专业任选课程
1078	冶金科技笔译	翻译教研室		2	21	63	朱明炬	1月16日	?50506	教一楼三区303	选修	专业方向课程2
1079	专业英语	结构教研室		1.5	136	4	高永红	"2-7,8-13"	"?20506,40506"	"教三楼405（黄家湖）,教三楼205（黄家湖）"	选修	专业任选课程
1080	残疾人社会工作	社会工作教研室		2.5	24	26	雷德明	"1-10,1-10"	"?20708,50708"	"教一楼二区305,教一楼三区302"	选修	专业任选课程
1081	数据库技术及应用	计算机科学教研室		3	73	17	张志辉	2月13日	?20102	教三楼408（黄家湖）	选修	学科基础平台课程
1082	复变函数与积分变换	信息与计算科学系		3	120	14	肖自碧	"1-12,1-12"	"?50304,20102"	"教一楼一区402,教一楼一区402"	选修	学科基础平台课程
1083	大学物理B(二)	应用物理系		1.5	81	39	卢建夺	"1-6,1-6"	"?20304,40304"	"教一楼一区204,教一楼一区204"	选修	学科基础平台课程
1084	线性代数	信息与计算科学系		2	123	17	张艳红	"1-8,1-8"	"?10304,40304"	"教一楼一区204,教一楼一区504"	选修	学科基础平台课程
1085	线性代数	信息与计算科学系		2	121	13	袁柳洋	"1-8,1-8"	"?50506,10304"	"教一楼一区202,教一楼一区102"	选修	学科基础平台课程
1086	电工技术	电工电子基础课部		2	87	53	李德芳	1月12日	?20708	教三楼406（黄家湖）	选修	学科基础平台课程
1087	公共建筑设计原理	建筑学教研室		1.5	30	60	程唯	"1-6,1-6"	"?20102,40102"	"教三楼109（黄家湖）,教三楼109（黄家湖）"	选修	专业任选课程
1088	社会调查与方法	行政管理教研室		2	36	21	刘文波	"1-8,1-8"	"?40304,50304"	"教一楼三区103,教一楼二区402"	选修	学科基础平台课程
1089	复变函数与积分变换	信息与计算科学系		3	40	94	肖自碧	"1-12,1-12"	"?50102,20304"	"教一楼一区402,教一楼一区402"	选修	学科基础平台课程
1090	国际金融	专业经济教研室		3.5	28	62	王倩	"1-14,1-14"	"?20102,40102"	"教四楼一区105,教四楼一区105"	选修	专业任选课程
1091	技术经济与投资分析	建筑技术教研室		2	40	50	刘洁美	"8-13,8-13,8-11"	"?30102,50708,10102"	"教三楼208（黄家湖）,教三楼210（黄家湖）,教三楼205（黄家湖）"	选修	学科基础平台课程
1092	健康教育	卫生学教研室		1	36	48	常薇	"9-11,9-11,9-10"	"?40304,10506,50506"	"教一楼一区207,教一楼一区209,教一楼一区308"	选修	专业任选课程
1093	结构设计软件应用	结构教研室	土木工程方向1	2	87	3	万胜武	"1-4,2-4"	"?40708,50708"	"教三楼208（黄家湖）,教三楼208（黄家湖）"	选修	专业任选课程
1094	城市设计	建筑学教研室		2	70	20	申洁	"13-14,11-16"	"?205060708,101020304"	"教三楼210（黄家湖）,教三楼208（黄家湖）"	选修	专业方向课程1
1095	城市规划案例解析	建筑学教研室		1.5	67	23	秦宗秀	"7-10,7-10,7-10"	"?10304,20102,30506"	"教三楼209（黄家湖）,教三楼210（黄家湖）,教三楼209（黄家湖）"	选修	专业任选课程
1096	高级德语(三)	德语系		2	30	22	向开	1月16日	?40506	教四楼二区110	必修	专业核心课程
1097	血液与肿瘤	医全院		3	29	55	"周乾毅,晏丹,袁修学,许浪,王君"	"12-16,12-16,12-17,12-16,12-16,12-17,12-16,12-16,12-17,12-16,12-16,12-17,12-16,12-16,12-17"	"?50506,40102,10304,50506,40102,10304,50506,40102,10304,50506,40102,10304,50506,40102,10304"	"教一楼一区208,教一楼一区107,教一楼一区107,教一楼一区208,教一楼一区107,教一楼一区107,教一楼一区208,教一楼一区107,教一楼一区107,教一楼一区208,教一楼一区107,教一楼一区107,教一楼一区208,教一楼一区107,教一楼一区107"	必修	学科基础平台课程
1098	机械制造基础	机械设计及制造教研室		2	48	42	谢良喜	"1-8,1-8"	"?30506,50304"	"教三楼408（黄家湖）,教三楼409（黄家湖）"	必修	专业核心课程
1099	建筑设计（II）	建筑学教研室		4	30	20	叶隽	"10-16,10-16"	"?101020304,301020304"	"教六楼四区204,教六楼四区204"	必修	专业核心课程
1100	MATLAB语言	电子信息工程系		2.5	90	44	廖宇峰	"5-10,5-10"	"?10102,50506"	"教一楼一区201,教一楼三区209"	必修	学科基础平台课程
1101	电工技术	电工电子基础课部		2	68	22	李德芳	1月12日	?10304	教三楼108（黄家湖）	必修	学科基础平台课程
1102	模拟电子技术	电子信息工程系		3.5	30	20	刘琼	"1-14,1-14"	"?30102,50304"	"教一楼二区205,教一楼二区107"	必修	学科基础平台课程
1103	世界政治经济与国际关系	文法与经济学院		2	97	56	李曼	"1-8,1-8"	"?40304,20304"	"教四楼一区101,教四楼一区101"	必修	学科基础平台课程
1104	线性代数	理学院		2	134	0	吕绪华	"1-8,1-8"	"?40304,10506"	"教一楼一区501,教一楼一区202"	必修	学科基础平台课程
1105	理论力学A	理学院		5	32	52	牛清勇	"1-14,1-13,1-13"	"?10102,30304,50102"	"教一楼一区307,教一楼一区405,教一楼一区405"	必修	学科基础平台课程
1106	电工技术	电工电子基础课部		2	87	56	宋慧	1月12日	?20304	教二楼二区301	必修	学科基础平台课程
1107	线性代数	信息与计算科学系		2	160	0	张传洲	"2-9,2-9"	"?50708,30708"	"教一楼三区205,教一楼三区205"	必修	学科基础平台课程
1108	模拟电子技术	电工电子基础课部		4	30	104	吴建国	"2-17,2-17"	"?10102,30102"	"教一楼一区202,教一楼一区301"	必修	学科基础平台课程
1109	线性代数	信息与计算科学系		2	92	48	连保胜	"1-8,1-8"	"?10708,50708"	"教三楼207（黄家湖）,教三楼207（黄家湖）"	必修	学科基础平台课程
1110	机械制造基础	机械设计及制造教研室		2	31	53	赵刚	"1-8,1-8"	"?30304,50102"	"教三楼206（黄家湖）,教一楼一区107"	必修	专业核心课程
1111	数据结构	理学院		5	84	0	余艳	"1-11,1-11,1-10"	"?30304,10304,40102"	"教一楼一区109,教一楼一区109,教一楼一区109"	必修	专业核心课程
1112	组织行为学	组织与人力资源系		2	61	39	平芸	"1-8,1-8"	"?20708,40708"	"教一楼三区204,教一楼三区204"	必修	专业核心课程
1113	数据结构	软件工程教研室		4.5	29	61	袁嵩	"3-18,3-17"	"?50506,10506"	"教三楼409（黄家湖）,教三楼409（黄家湖）"	必修	专业核心课程
1114	机械制造基础	机械设计及制造教研室		2	53	37	肖明	"1-8,1-8"	"?50102,30506"	"教三楼111（黄家湖）,教三楼411(黄家湖）"	必修	专业核心课程
1115	机械制造基础	机械设计及制造教研室		2	84	0	付婷	"1-6,2,4-6,1-6"	"?50304,20506,30304"	"教一楼一区208,教一楼一区202,教三楼108（黄家湖）"	必修	专业核心课程
